	Unnamed: 0	author	comment	origin	origin_status	english	category
76	76	Jamie Young	Every now and then you hear a song that you instantly know will always be one you will love. This is one of those songs.	Another Love	1	TRUE	0
114	114	jane	Amazing. Love this song 	Thinking Out Loud	1	TRUE	0
303	306	Jane C	if you re reading this then i hope something good happens to you today	Thinking Out Loud	1	TRUE	0
240	240	Jarnow	2021 anyone? This song will never get old.	Another Love	1	TRUE	0
98	98	Jasem A Mousa	we are in 2017 ... dose any one still listing it?	All of Me	1	TRUE	0
13	13	Jason Snelders	"This song was my wife's pick for the first dance at our wedding.
And because of that every ""Ed Sheeran"" song is synonymous, and an instant heart kicking reminder, of the love I feel for my wife.

I may even be slightly emotional we see Ed in concert in Melbourne, Oz - March 2023."	Thinking Out Loud	1	TRUE	1
20	20	javin	This song touches my heart every time...it's his voice, the lyrics, the build-up of the song...thank you.	Another Love	1	TRUE	1
88	88	Jay Alvarez	I felt sad and heard this on Ig reels. I searched and understood the lyrics. People please dont enter another commitment if you are scared or broken from another. Do not break them just because you are broken.	Another Love	1	TRUE	1
317	320	Jay Supreme	This has to be one of the most wonderful songs I’ve ever heard	Thinking Out Loud	1	TRUE	0
251	251	Jayna Malinas	2:38 all the way to 2:52 is the best part honestly.	Another Love	1	TRUE	0
18	18	Jayne Duff	Beautiful song from a good, humble, honest, and sincere man 	Thinking Out Loud	1	TRUE	0
49	49	JaySlime.🐍	One day this will be known as one of the classics back in the day 	Another Love	1	TRUE	0
180	181	Jayson Sorillano	Best song ever 	Thinking Out Loud	1	TRUE	0
30	30	Jazz Flores	My daughter was born around the time this gem was released. I was a scared 23 year old single new mom. I used to rock my baby to sleep with this song and rock her as I sang it out loud. I close my eyes and have the best memories. Now we dance to this song with her little sister!! Thank you Ed!! This gave me so much comfort	Thinking Out Loud	1	TRUE	1
23	23	JCgamer	It is 2023 and this song is still a masterpiece	Another Love	1	TRUE	0
203	204	Jean Marquez	Omg I love this song keep up the good work	Thinking Out Loud	1	TRUE	0
169	170	Jehanne Sume	"Brittany Cherry is Ed's dance partner in this video and she delivered a marvellous performance! 
I turned to Google to find out who she is because she doesn't get credited in the description box. Now you know her name too.

The video and the song are impeccable. Enormous gratitude towards the entire team that made it into reality."	Thinking Out Loud	1	TRUE	0
298	301	Jenna Poole	Can we all just appreciate the fact that Ed Sheeran danced in this video. He could of gotten any other guy to do this for the video, but he was bound and determined to learn and be the one in the video to dance this. Not many artists would do that, he slimmed down some and took time to be taught the dance. I just still find it amazing.	Thinking Out Loud	1	TRUE	0
36	36	Jenni Jenn	It’s December 2022 and I cry every time I watch this masterpiece	Because Of You	1	TRUE	1
83	83	Jennifer M Vega	Beautiful song …!	Thinking Out Loud	1	TRUE	0
280	284	Jeramie Saito	Still one of my favorite songs of all time!	All of Me	1	TRUE	0
162	163	Jermaine Pringle	The meaning behind this song is so powerful	Thinking Out Loud	1	TRUE	0
290	291	Jessa Lobo	Im here listening everyday 5x a day. This song makes me cry	Because Of You	1	TRUE	1
232	233	Jessica	This song released 13years ago but still hits different	Because Of You	1	TRUE	0
38	38	Jessica	"This song makes me thing about the person I have loved and still love so much. Things are coming to an end between us because of the long distance. I've never loved someone this much. I never cried this much for someone. You will forever and ever be the love of my life. I still cry everyday thinking about the first day we talked and I wish I could turn back and fix all the times we argued and eveything we have been through. You are my eveything. And even though things are coming to an end, you will forever be in my heart. I spent everday of these last months and weeks crying because we weren't strong enough to fight through this distance. Things completely changed. But my love never changed for you. If I could have 1 wish it would be for us to go back to the first day we started talking to each other and fix everything and make every second full of happiness and love. You are my forever love 

R & K forever"	Another Love	1	TRUE	1
242	243	Jessica Dias	I love, beautiful music 	Because Of You	1	TRUE	0
138	138	Jessica Reis	A Masterpiece	Another Love	1	TRUE	0
178	178	Jhen Evardo	I am fond of this music 	Because Of You	1	TRUE	0
164	164	JhericFury	"""Because of you, I'm ashamed of my life, because it's empty."" Ten years later and it still gets me"	Because Of You	1	TRUE	0
264	268	Jigar Patel	No one cares which year everyone is listening to this song. It's evergreen.	All of Me	1	TRUE	0
163	163	jimena bird	"if you re reading this then i hope something good happens to you today
GO IN HAM ON this right here, real talented artist! He aint like all them goofies and oppas who just be usin dat *IGROCKET dawwwt cawwwm jawwwn* to go HAM ON THE GRAM like them Island Boys did to get they followerz up"	All of Me	1	TRUE	0
219	219	Jimjam	I cry everytime I hear this song some will never know crying knowing the true feeling to this doesn't have to do with women I've seen so much death and violence I wanna love thy other and trust but all my Years are wasted I have no lover no money just hope my tears turn to something great	Another Love	1	TRUE	1
270	270	Jiya Shah	The fact that this song leaves you empty at the end is what hurts the most.	Another Love	1	TRUE	1
40	40	Jo Rastafari	To everyone who has toxic parents and are currently trying to break the cycle. Be kind to yourself because no one else is gonna truly look after you but yourself. Stay strong and never give up. Things can and will get better if you truly want them to.	Because Of You	1	TRUE	0
66	66	João Ferreira	This song makes me think of the only time I had my heart broken…no matter what I think I will never love someone again and this song for me it’s exactly about that…the struggle to want to love and suffer again with the same intensity trying to learn how to love again will never be achieved…one of the deepest songs I can listen and relate to…thank you so much for this song Tom Odell	Another Love	1	TRUE	1
242	243	jocelyn crahan	"Just to think I was only six when this song came out! Now 14 and a teenager my god how time flys...
Best wishes to whoever is reading this!"	Thinking Out Loud	1	TRUE	0
31	31	Johan	Brings back memories, it feels like an eternity since the last time I listened to it.	All of Me	1	TRUE	0
100	100	Johnny j	2023 still listening	All of Me	1	TRUE	0
215	218	Jonny's World	This song hits different now they just lost their baby jack and you can tell they still love each other so much #ripjack 	All of Me	1	TRUE	0
80	80	Jordan Cakerice	January 13, 2023, Friday this song is still amazing.	All of Me	1	TRUE	0
22	22	jori	This will forever be my definition of love	All of Me	1	TRUE	1
219	220	Joseph Dy III	2020 is still on bad shape but don't worry songs like this can help cheer us up. Stay safe and live a good life	Thinking Out Loud	1	TRUE	0
173	173	Joseph Popa	"hearing this part after all this years. I know my childhood was actually more awesome than I appreciated it. ......(I watched you die (I watched you die)
I heard you cry
Every night in your sleep
I was so young (and you're so young)
You should have known better (I was too young for you)
Than to lean on me
You never thought of anyone else
You just saw your pain (you never saw me)
And now I cry
In the middle of the night
For the same damn thing) "	Because Of You	1	TRUE	1
111	111	Joshua Popoff	January 20, 2023. Still fresh and alive! Thank you	All of Me	1	TRUE	0
7	7	josiah8you	"What would I do without your smart mouth?
Drawing me in, and you kicking me out
You've got my head spinning, no kidding, I can't pin you down
What's going on in that beautiful mind?
I'm on your magical mystery ride
And I'm so dizzy, don't know what hit me, but I'll be alright
My head's under water
But I'm breathing fine
You're crazy and I'm out of my mind
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning
'Cause I give you all of me
And you give me all of you, oh-oh
How many times do I have to tell you?
Even when you're crying, you're beautiful too
The world is beating you down, I'm around through every mood
You're my downfall, you're my muse
My worst distraction, my rhythm and blues
I can't stop singing, it's ringing in my head for you
My head's under water
But I'm breathing fine
You're crazy and I'm out of my mind
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning
'Cause I give you all of me
And you give me all of you, oh-oh
Give me all of you, oh
Cards on the table, we're both showing hearts
Risking it all, though it's hard
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning
'Cause I give you all of me
And you give me all of you
I give you all of me
And you give me all of you, oh-oh"	All of Me	1	TRUE	-1
19	19	Joyce Leady	Love this song. She has so much class no phoniness about her. May she keep bringing us great beautiful music.	Because Of You	1	TRUE	0
155	155	JoyceAnne Vega	it's 2022 yet im still listening to this song	Because Of You	1	TRUE	0
40	40	Judy Coleman	Beautiful song for someone who really In love heart Wonderful song 	All of Me	1	TRUE	0
155	155	Judy Sh	"-Promise me this is forever .
-I promise ."	Another Love	1	TRUE	-1
259	260	Judy Zepp	I didn’t realize that she sang a few songs that I loved. I got mad because I hate her talk show. But you can sing.. good job 	Because Of You	1	TRUE	0
226	227	Julia Rogina	Amazing	Thinking Out Loud	1	TRUE	0
124	124	julia Santos	Every person who was raised with an abusive parent knows how difficult it is to trust, have relationships, even making friends is so hard	Because Of You	1	TRUE	0
126	126	julia z	still so beautiful to grasp how much hurt and emotions a single song can carry	Because Of You	1	TRUE	0
24	24	Julianna Delgrande	This is one of those songs where you can like the song and the music but when you actually understand and feel the lyrics, it really hits you differently. My heart goes out to everyone who feels alone, used, or heartbroken. Your worth it & you are loved. Remember there is a rainbow after the storm. Keep your head up baby 	Another Love	1	TRUE	1
