,author,comment,origin,origin_status,Unnamed: 0,lang,time_stamps
42497,The Alpha Jodz 777,"You know that harry styles is the supporting vocal from 2:30 to 3:50 
❤️",Ed_Sheeran-Thinking_Out_Loud,1,,en,"['2:30', '3:50']"
42538,Estelle Valerina,"Did anyone Notice there's some kind of girl voices saying ""Heart"" with Ed Sheeran in 00:44 / 00:45 / 00:46 It was a clear voice!",Ed_Sheeran-Thinking_Out_Loud,1,,en,"['00:44', '00:45', '00:46']"
42549,Earl Jude,0:45 listen carefully,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
42557,Faith Mancia,OK SO IM IN QUARANTINE AND I JUST FOUND OUT THAT AHHH HARRY STYLES WAS ONE OF THE SUPPORTING VOCAL FROM @2:30 to @3:50 IM FREAKING OUT!,Ed_Sheeran-Thinking_Out_Loud,1,,en,"['2:30', '3:50']"
42565,Nadhira Sabilah,Are guys hear something in 0:45??,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
42646,Suziana,Guyss did u noticed at 00:45 when ed says heart and unknown kids says heart too😨,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
42658,Italia Sardegna,Here in Italy I have been in quarantine for some time and I inhaled a lot of bleach washing the walls of the house having nothing else to do .. and here I am .. at 1:05 at night doing the areosol .. crying over a song .. with the hope of being able to see tomorrow again,Ed_Sheeran-Thinking_Out_Loud,1,,en,['1:05']
42683,Jelly Coffee Is good,"Guys, do you hear a small girl saying “ Heart “ after he said it. If you guys want to hear it, it’s at the minute 0:45",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
42707,Lena maria,Am i the only one who can hear harry styles vocals from 2:30 to 3:30,Ed_Sheeran-Thinking_Out_Loud,1,,en,"['2:30', '3:30']"
42812,ernesto salvador,Does anybody notice the kids voice when ed sheeran said heart listen carefully in 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
42886,gabriel aqila,is it just me or everyone else heard a child in here? 00:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
42929,Pika Aziz,0:45 ye doh ad suara budk kecik lepas tengok nadia punya video 😂,Ed_Sheeran-Thinking_Out_Loud,1,,id,['0:45']
42953,Ayu Wulandari,"00:49 there is a mysterious child's voice saying ""heart"" after Ed says ""heart"". Listen carefully",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:49']
42986,Rizzalyn Javier,In 0:58 is scaring me cause i dont know if thats my ilusion but i heard someone say too idk what say but just listen slow the song then listen you've discover what i saying scary,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:58']
42999,Mia Butler,Apparently Harry helps with vocals from 2:30 to 3:50 but I don’t hear it lol,Ed_Sheeran-Thinking_Out_Loud,1,,en,"['2:30', '3:50']"
43013,eefinrs _,"its 2020 and i cant still unhear the little ""heart"" at 0:45 lmaoo",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
43050,Enchanted,"0:45 The ""heart"" was a popular mystery. If you listen closely you hear a second faint voice",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
43136,Adristy Jihan S,"listen in duration 0:45 There is a child's voice :'{ 
Very scary :'(",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
43210,Wahyu Aditiawan Landika,0:48 😱😱😱 children voice HAERT 😰😰😰😰,Ed_Sheeran-Thinking_Out_Loud,1,,nl,['0:48']
43227,Subham Panigrahi,i came just to see 2:34 again... :),Ed_Sheeran-Thinking_Out_Loud,1,,en,['2:34']
43234,Jaeyyy 72,0:45 who's voice is that? Sound like a small child and kinda scary sound,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
43263,Billy Graal,0:43 so creepy a kid said *heart*after Ed Sheeran,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:43']
43267,e,When ur in a car crash 00:07,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:07']
43277,ecca,Listen 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,de,['0:45']
43338,fathir 5214,"0:43 When you listen very detail you will hear somebody say ""Heart"" after Ed Sheeran say ""Heart""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:43']
43358,firda marsha,"00:45, heart~",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
43410,Ploof Foolp,"Well I still wondering where this voice came from
0:45",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
43417,Aditya Daleru,00:44 misterious voice,Ed_Sheeran-Thinking_Out_Loud,1,,fr,['00:44']
43418,Aditya Daleru,00:45 misterious voice,Ed_Sheeran-Thinking_Out_Loud,1,,fr,['00:45']
43419,Aditya Daleru,00:45 misterious voice,Ed_Sheeran-Thinking_Out_Loud,1,,fr,['00:45']
43426,Jesaya Simanjuntak,0:45 What is that??,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
43429,Kamakiri,"0:45 put it in 0.75x

What is that voice?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
43514,Lalu Erwin Suprayanto,"Hmm coba denger di detik 0:45 pas ed sheeran bilang ""heart""koq kayak ad yang ikut bilang juga ya",Ed_Sheeran-Thinking_Out_Loud,1,,id,['0:45']
43561,Roxane Salvador,"Hey, anyone notices the girl voice that sing ""heart"" after Ed Sheeran in 0:45?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
43564,Nook Nook TYB,"Nobody:




Girls after they f*ck: 0:07",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:07']
43565,nayla sani,Listen carefully in 00:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
43604,Rahma wati,Eh iya beneran njir detik ke 00:45 ada suara nyusul di kata herd njir ngeri sumpah,Ed_Sheeran-Thinking_Out_Loud,1,,id,['00:45']
43608,Reza Yogaswara,"Please 
Cek n croscek
Minutes 0:45 
Heart????? 
Heart????",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
43652,Its Elle,"cuba kamu dgr dan perhatikan saat ke 0:45 ada suara budak masa dilirik ke HEART ,",Ed_Sheeran-Thinking_Out_Loud,1,,id,['0:45']
43654,Venessa,"Remember when everyone was so freaked out because of the ""kid"" in the background at 0:45. Hahahahaha! Good old days!",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
43665,Syazzwan,Heart 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
43668,Ogi Liani,0:45 kid voice 'heart' like backing vokal,Ed_Sheeran-Thinking_Out_Loud,1,,af,['0:45']
43699,trusti wulandari,Something hear child say heart? At 00:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
43703,GeludGaming,Heart 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
43789,Rafique Norhisham,"0:45 , did u guys hear  that? Or just me? I heard that he said ""heart"" twice :/",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
43795,Nbdy Nbdy,00:45 does anyone heard a little girl sound?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
43811,Adi Saputra,0:45 like a kid sound 😱,Ed_Sheeran-Thinking_Out_Loud,1,,et,['0:45']
43910,Rahisa AE,0:45 there is a girl's voice saying heart,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
43939,Victoria Soba,4:25 screenpage,Ed_Sheeran-Thinking_Out_Loud,1,,nl,['4:25']
43942,Ace Craige,Memories bring back memories bring back youu 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
43963,Li Qiye,"1:48
1 like
xD",Ed_Sheeran-Thinking_Out_Loud,1,,af,['1:48']
43982,王女.,Someone says that on 0:44 a child says heart.,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
43987,Dirt Disrespector,Johnny Joestar be like: 0:09,Ed_Sheeran-Thinking_Out_Loud,1,,af,['0:09']
43989,MR Lana,0:45 listen don't sock :),Ed_Sheeran-Thinking_Out_Loud,1,,sv,['0:45']
43995,Rahman Masood,Dude at 0:11 sec you gotta pause there you will think out loud,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:11']
43998,Thitan Mirani,Am I the only one who heard a child's voice saying 'heart' in 00:45 second?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
44055,kia kia,00:45 heart?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
44056,This is how!?,0:45 is that a child voice singing with Ed ? :),Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44079,Wayne B,"🔥 
 Who is listening this in march 
 This voice is beautiful 
 1:50  
  👇👇👇👇💝",Ed_Sheeran-Thinking_Out_Loud,1,,en,['1:50']
44091,dominicurrr,0:44 i hear a kid saying “heart”,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
44093,Masayu Adila,0:45 omo,Ed_Sheeran-Thinking_Out_Loud,1,,pt,['0:45']
44094,Plastic Man9,0:44 there's a child that says heart,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
44111,Risa Sukharah,"0:45 hard ,serem 🥺",Ed_Sheeran-Thinking_Out_Loud,1,,da,['0:45']
44146,Cherie Annabelle,0:45 omg,Ed_Sheeran-Thinking_Out_Loud,1,,sv,['0:45']
44149,Aurelia Kalonica,0:45 heart kid,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44151,Doc n Photo,Wahai rakyat indo +62 coba kalian dngr lagunya pas detik 0:45 pas laki tu blng heart langsung ad suara anak kcl ngikut coba deh,Ed_Sheeran-Thinking_Out_Loud,1,,id,['0:45']
44153,Sunah a Wildan games,00:42 when Ed said my heart heard a girl's voice,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:42']
44201,aji satria,0:44 the strange voice,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
44241,Aaron,"people who heard ""hurt"" on 0:45 , there was a child who repeat the word ""hurt""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44245,YJayo알린,"Im here because someone said tht there's a myterious voice in minute 00:45 which is sounds like kid's voice repeat the word ""heart"" after Ed...  Im just curious... And its real...  I knew bout it just now after very long time 😅",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
44251,Yose R,heard that right in 00:45 a kid just say heart after ed sheeran:0,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
44272,ENtertainment Technoly Communication,"use HEADPHONE!
0:33 -  breath voice
0:45 - children voice",Ed_Sheeran-Thinking_Out_Loud,1,,en,"['0:33', '0:45']"
44294,joe Indra,"Listen 00:45 , have kids voice say ‘hurt’ . Very clear",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
44352,Studio Masak ,0:45 heart~ 👻😨,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44404,avada kedavra,"there is something in 0:45 sounds like a girl say ""heart"" after ed says that",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44414,Kent paul,00:45 kids sound.listen,Ed_Sheeran-Thinking_Out_Loud,1,,no,['00:45']
44417,abell,*0:44** heart😱😱*,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
44418,Impandaaa,0:45 listen,Ed_Sheeran-Thinking_Out_Loud,1,,fi,['0:45']
44423,trazh,Whos come for 0:45 ??,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44450,Meidy Katuuk,0:45 like a kids sound,Ed_Sheeran-Thinking_Out_Loud,1,,no,['0:45']
44455,Raihan Morgan,dtk 0:45 hard diikutin suara anak kecill:),Ed_Sheeran-Thinking_Out_Loud,1,,id,['0:45']
44458,ToBi Is Stress Now,0:44 OMG,Ed_Sheeran-Thinking_Out_Loud,1,,pt,['0:44']
44462,Andre Agustian,0:45=So Creepyy😱😱,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44463,zaneeta khanza,00:45 do you hear it?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
44497,nvmd,at 00:45 the sound of a child,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
44498,Clearestt,Pause at 1:48. Enjoy the view boys :),Ed_Sheeran-Thinking_Out_Loud,1,,en,['1:48']
44502,Chitanda Eru,Horor woi di 0:45 ada yang ngikutin penyanyinya bilang 'heart' kek suara anak kecil.. Anjir merinding,Ed_Sheeran-Thinking_Out_Loud,1,,id,['0:45']
44531,Lulu Naila,0:45  who know,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44541,Brahmthebomb Dotcom,0:56 her legs made me💀,Ed_Sheeran-Thinking_Out_Loud,1,,da,['0:56']
44545,Lia Rose,"Me hearing the song at the minute 00:45
Me: wait what-  *try to go to that minute again
Me hearing it again
Me: O.O
(if you guys want to hear it too then you can wait until ed sheeran say ""heart"" O.O)",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
44564,Jayvee Sanchez,0:45 the voice of the child from thinking out loud,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44582,daniel ProXGaming,0:45 heart....double voice and the voice like a kid,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44583,Eman Ariza,0:45. Theres someone kid hiding in this scene then he said Heartttt.Pls listen Carefully!!!,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44607,Domen Nagode,"Doctor : You have 4 minutes to live.
Me : Play Thinking Out Loud.
Doctor : But it's 4:56
God : It's ok!",Ed_Sheeran-Thinking_Out_Loud,1,,en,['4:56']
44616,Ikmal Zamri,0:45  u can hear a mystery girl voice sing in that part,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44626,Grace Mallia,Around 2:30 the backing vocals for Ed is Harry Styles,Ed_Sheeran-Thinking_Out_Loud,1,,en,['2:30']
44634,pica,"0:45 ""heart""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44688,Casey,0:45 did you guys hear a child saying heart too? if you heard its like this comment,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44696,Alyanna Grande,"0:44 
I remember this they say there's a ghost at that part HAHAHAHAHAHH",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
44727,Matías Gisbert,Tiri tiri ti ti ti ti ❤️ 😍 2:11,Ed_Sheeran-Thinking_Out_Loud,1,,sq,['2:11']
44731,ARDA Music Corner,"can anyone hear something else  0:45  ""Heart"" ? (use earphone)",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44757,Ylvah Leszagon,Did you know that Harry Styles was the supporting vocals from 2:40 - 3:50 ?,Ed_Sheeran-Thinking_Out_Loud,1,,en,"['2:40', '3:50']"
44760,Gusdur sudarsana,"0:45





I hear child say ""heart"" 😬😣😨",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44765,Eka Aprilia,00:45 it's so creepy,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
44769,che yun,0:46 did u guys hear it?,Ed_Sheeran-Thinking_Out_Loud,1,,cy,['0:46']
44814,Ryuuichi,0:45 Weh serius ada suara anak kecil dung😥,Ed_Sheeran-Thinking_Out_Loud,1,,id,['0:45']
44823,Netizen,0:45 still creepy,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44847,Desi sugiyanti,0:46 who say heart when eed say heart ??,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:46']
44855,Daily Videos,00:45 listen carefully.. there are mysterious kids voices singing with ed sheeran,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
44881,Megan O'Sullivan,"1:58
now he is just being ridiculous",Ed_Sheeran-Thinking_Out_Loud,1,,en,['1:58']
44896,Pak Tua Jenkins,"there is a mysterious voice that says ""heart"" at 0:42",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:42']
44904,softie wonie,0:45 does anyone hear the voice of the ghost,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44933,Aiko_848,"Gusy you know?, in 0:45 when Ed sheeran say hard, i hear a child voice 0-0",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44935,CP official,0:45 Like the sound of a child following??😕,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44942,Ahmad Zain,"0:45 ""heart""?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44944,Si Praditiya,try to hear this 0:45 seconds there is a child's voice that mentions the heart 😨😰,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44946,helena; elora.,00:45 sounds creepy . . .,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
44951,stockholm Wawuchz,0:45 Heart!?!?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44960,tfiosdreams,Did you hear at 0:45 ?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44963,𝘑𝘪𝘦 𝘩𝘢𝘯𝘢𝘦 ジー ハンネー 𝘤𝘩.,"Guys i hear like someone is follow ed sheeran say ""heart"" 0:45 use earphone",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
44965,Siska Wati,"0:45 listen ""heart""",Ed_Sheeran-Thinking_Out_Loud,1,,nl,['0:45']
44973,Raul Wise,"🔥🔥🔥🔥 
 Is this listentnig in march 
 This video beautiful 
 1:07 💞💚❣ 
  👇👇👇👇🧡",Ed_Sheeran-Thinking_Out_Loud,1,,en,['1:07']
44981,Martin Villanueva 🇹🇼,"0:45
Listen carefully at the Heart part, you can hear a creepy child voice repeating the word after him. They say is was just a hoax.",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
45002,Historia Reiss,There kid sound went Ed Sheeran say hurt at 00:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
45017,Suraya Dato Yapri Kamaruzaman,0:45 I think I heard like a kid say heart 😰,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
45030,kaki panjang,0:45 ada suara anak kecil. Bener. Merinding gw,Ed_Sheeran-Thinking_Out_Loud,1,,id,['0:45']
45041,kakadots,0:09 missed opportunity Deontay Wilder should have used this as his ring walk,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:09']
45056,Fatin Amiesha,"In 0:45 Has A Kids Voice Said ""Heart""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
45058,Kyler Summers,"🔥🔥🔥🔥 
 are you still listening every day 
 This video fantastic 
 1:05 🔥💖 
  👇👇👇👇👇🖤",Ed_Sheeran-Thinking_Out_Loud,1,,en,['1:05']
45061,Garvin Aviation,0:45 scary,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
45078,Ken ๑y๑,0:44 TB Creepy kid☹️,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
45093,Drox,"0:45 DUDE THERE IS A KID SAYING HEART TOO


OMG I CANT SLEEP",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
45099,Jhazkyn Domasig,Did you here the kid? 0:44,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
45107,Rory Mcdonald,"🔥🔥🔥 
 Who is listening this in 2020 march 
 This video fabulous 
 0:55 🔥🔥 
  👇🔥",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:55']
45111,kaylane,mano de onde esse povo tá tirando essa criança cantando no 0:45 ???? eu só consigo ouvir a voz do ed '-',Ed_Sheeran-Thinking_Out_Loud,1,,pt,['0:45']
45148,Aadje de mos,When your friend has broken his legs: 0:09,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:09']
45174,gradinov botak,"So scary at 00:42
When Ed sheeran say heart.
You can hear scary sound girls😱😱😱😱",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:42']
45182,Jenson R,"🔥🔥🔥🔥🔥 
 Who is listening this in march 2020 
 This performance is amazing 
 1:02  
  👇👇👇💞",Ed_Sheeran-Thinking_Out_Loud,1,,en,['1:02']
45193,charlote smothie,"0:44 "" heart "" what the ghost sings?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
45234,Ginni Basra cheap language,"0:39 
The cutest part of this song
I played this song with guitar on valentines day and my girlfriend really cried she got tears in her eyes.",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:39']
45304,Ilyassa,Evil in this songg 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
45305,somer4ndomdude,"0:45 

noone:

not a single person:

the kid: *h e a r t*",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
45345,Benjie Hermo,0:44 BABY MAH HEART (HEART),Ed_Sheeran-Thinking_Out_Loud,1,,vi,['0:44']
45347,Jessiana Pariston,0:45 OMG,Ed_Sheeran-Thinking_Out_Loud,1,,pt,['0:45']
45348,Ridho Amanatullah,"im here because i want to hear the kid say ""heart"" in 00:45",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
45389,Maria De Jesus Lara Gomez,TALENT 100%😘 1:51 fantastic😀😍😍,Ed_Sheeran-Thinking_Out_Loud,1,,it,['1:51']
45419,Jesslin Aprilia,0:45 HEART,Ed_Sheeran-Thinking_Out_Loud,1,,vi,['0:45']
45435,gepeng channel,At 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
45449,Cewek Gabut,Menit 0:45 Suara tak diundang,Ed_Sheeran-Thinking_Out_Loud,1,,id,['0:45']
45450,ade jefri kairupan,0:44 suara anak kecil??,Ed_Sheeran-Thinking_Out_Loud,1,,id,['0:44']
45533,Aldy OC,2020 Watching Videos This is only for watching the sounds of scary children at 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
45540,Dee B,Out of the best MVs out there. 1:17-1:21 2:10-2:14 best sequences,Ed_Sheeran-Thinking_Out_Loud,1,,en,"['1:17', '1:21', '2:10', '2:14']"
45542,kill V. maim,It’s been 6 years but that kid at 0:45 who said “heart” after Ed still creeps me out.,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
45641,Hermits And Empires Best Moments,I remember hearing a creepy second voice in this song at 0:44. It can be clearly heard if the speed is at 0.25 or 0.5 and can be heard better with earphones. I heard it and it was creepy.,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
45703,Not Athletic,0:40 - my eyes are up here.,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:40']
45716,zozodino,0:09 Ingenium/Tensei be like,Ed_Sheeran-Thinking_Out_Loud,1,,de,['0:09']
45736,Jorshka,0:45 mystery of the voice,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
45741,alex,Go to 1:48 for hot ass,Ed_Sheeran-Thinking_Out_Loud,1,,en,['1:48']
45745,RE Valorant,"0:45 there is a little girl's voice, hear it !",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
45763,Nørtoft,"Am I the only person that hears the voicecrack at 0:46. I love this song, but I just heard it so Now I can`t not hear it.",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:46']
45794,Richik Dadhich,0:39 Ed was staring at the wrong place and she has to correct him 😂😂,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:39']
45809,deformedmau5,0:08 handicapped people every day,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:08']
45814,Pikasour,0:08 when you’re a paraplegic,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:08']
45829,Ezekiel Emyrs,Are only me listening a voice like girl and she kid in 4:05 ? Listen carefully...I listen it! Its is true,Ed_Sheeran-Thinking_Out_Loud,1,,en,['4:05']
45853,Khalil Villanueva,"Nobody:
Literally Nobody:

2015-2016: Listening Closely to the Kid at 0:44 who said ""Heart"".",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
45910,Ethan B,Be honest everyone is here for 0:09,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:09']
45974,Bugzy2Bangz,3:01 how I sound when my wife catches my lying about something.,Ed_Sheeran-Thinking_Out_Loud,1,,en,['3:01']
46027,Sped up songs,5:00  1/3/2020 this is the best song but it's not true,Ed_Sheeran-Thinking_Out_Loud,1,,en,['5:00']
46357,Sam Anica,0:45 and 0:46 is there a kid? Cause I hear a kid voice,Ed_Sheeran-Thinking_Out_Loud,1,,en,"['0:45', '0:46']"
